LocalTime,TradingDay,InstrumentID,ExchangeID,LastPrice,Volume,Turnover,UpperLimitPrice,LowerLimitPrice,UpdateTime,UpdateMillisec,ActionDay
1640091632869526855,20211222,y2207,DCE,8300.0,22,1824580.0,8796.0,7648.0,21:00:32,205,20211222
1640091632871680640,20211222,y2205,DCE,8400.0,7371,618922300.0,8890.0,7730.0,21:00:32,648,20211222
1640091632871790920,20211222,y2203,DCE,8606.0,32,2753660.0,9084.0,7896.0,21:00:32,647,20211222
1640091632872956768,20211222,y2201,DCE,8892.0,708,62916560.0,9410.0,8182.0,21:00:32,647,20211222
1640091632883791541,20211222,v2206,DCE,8395.0,20,839965.0,8994.0,7818.0,21:00:32,543,20211222
1640091632885404127,20211222,v2212,DCE,8231.0,0,0.0,8806.0,7654.0,21:00:32,271,20211222
1640091632885516203,20211222,v2211,DCE,8181.0,0,0.0,8753.0,7609.0,21:00:32,449,20211222
1640091632887243425,20211222,v2207,DCE,8443.0,0,0.0,8950.0,7780.0,21:00:32,581,20211222
1640091632887305747,20211222,v2210,DCE,8348.0,0,0.0,8932.0,7764.0,21:00:32,409,20211222
1640091632887971476,20211222,v2204,DCE,8467.0,99,4197845.0,9078.0,7892.0,21:00:32,443,20211222
1640091632888104840,20211222,v2201,DCE,8512.0,321,13656075.0,9111.0,7919.0,21:00:32,591,20211222
1640091632888229058,20211222,v2202,DCE,8470.0,5328,225915015.0,9084.0,7896.0,21:00:32,443,20211222
1640091632903416592,20211222,v2205,DCE,8430.0,13092,552133380.0,9040.0,7858.0,21:00:32,651,20211222
1640091632943747807,20211222,lu2202,INE,3423.0,50,1712580.0,3679.0,3134.0,21:00:32,500,20211221
1640091632943777197,20211222,lu2203,INE,3386.0,640,21677900.0,3626.0,3089.0,21:00:32,500,20211221
1640091632943811723,20211222,lu2204,INE,3353.0,51,1710490.0,3594.0,3061.0,21:00:32,500,20211221
1640091632943826214,20211222,lu2205,INE,3344.0,1,33440.0,3574.0,3045.0,21:00:32,500,20211221
1640091632943865014,20211222,lu2206,INE,3280.0,0,0.0,3542.0,3017.0,21:00:32,500,20211221
1640091632943894267,20211222,lu2209,INE,3036.0,0,0.0,3278.0,2793.0,21:00:32,500,20211221
1640091632943929497,20211222,lu2210,INE,3281.0,0,0.0,3543.0,3018.0,21:00:32,500,20211221
1640091632944205304,20211222,sc2202,INE,455.79999999999995,958,436806900.0,482.6,411.1,21:00:32,500,20211221
1640091632945055621,20211222,sc2203,INE,454.0,93,42235200.0,482.0,410.5,21:00:32,500,20211221
1640091632945816823,20211222,sc2204,INE,452.4,8,3619500.0,479.5,408.4,21:00:32,500,20211221
1640091632945895788,20211222,sc2205,INE,450.8,0,0.0,481.4,410.1,21:00:32,500,20211221
1640091632945976638,20211222,sc2206,INE,451.7,1,451700.0,479.8,408.7,21:00:32,500,20211221
1640091632946062465,20211222,sc2207,INE,449.1,0,0.0,485.0,413.1,21:00:32,500,20211221
1640091632946129818,20211222,sc2208,INE,450.6,0,0.0,486.6,414.5,21:00:32,500,20211221
1640091632946201927,20211222,sc2210,INE,450.1,0,0.0,481.3,410.0,21:00:32,500,20211221
1640091632946307669,20211222,sc2312,INE,435.1,0,0.0,469.9,400.2,21:00:32,500,20211221
1640091632946385169,20211222,sc2412,INE,431.8,0,0.0,466.3,397.2,21:00:32,500,20211221
1640091632946779737,20211222,ag2201,SHFE,4795.0,193,13886475.0,5185.0,4242.0,21:00:32,500,20211221
1640091632946905724,20211222,ag2202,SHFE,4804.0,583,42041895.0,5192.0,4248.0,21:00:32,500,20211221
1640091632946911669,20211222,ag2203,SHFE,4816.0,464,33543120.0,5205.0,4258.0,21:00:32,500,20211221
1640091632947618504,20211222,ag2204,SHFE,4831.0,109,7901430.0,5222.0,4273.0,21:00:32,500,20211221
1640091632947620848,20211222,ag2205,SHFE,4844.0,672,48836535.0,5234.0,4283.0,21:00:32,500,20211221
1640091632947623112,20211222,ag2206,SHFE,4858.0,16745,1221064410.0,5250.0,4295.0,21:00:32,500,20211221
1640091632947624327,20211222,ag2207,SHFE,4859.0,1,72885.0,5269.0,4311.0,21:00:32,500,20211221
1640091632947626749,20211222,ag2209,SHFE,4876.0,6,437925.0,5270.0,4311.0,21:00:32,500,20211221
1640091632947654867,20211222,ag2212,SHFE,4924.0,3,221235.0,5331.0,4362.0,21:00:32,500,20211221
1640091632951722665,20211222,au2202,SHFE,371.44,1445,536689120.0,392.84,348.38,21:00:32,500,20211221
1640091632951918574,20211222,au2204,SHFE,372.46000000000004,141,52509720.0,394.02,349.4,21:00:32,500,20211221
1640091632951976030,20211222,au2206,SHFE,373.29999999999995,329,122813180.0,394.86,350.16,21:00:32,500,20211221
1640091633151198504,20211221,MA201,CZCE,2647.0,2336,6169376.0,2902.0,2422.0,21:00:33,0,20211221
1640091633151429732,20211221,MA202,CZCE,2599.0,2929,7586110.0,2857.0,2385.0,21:00:33,0,20211221
1640091633151560503,20211221,MA203,CZCE,2587.0,2186,5642066.0,2846.0,2376.0,21:00:32,0,20211221
1640091633151932265,20211221,MA204,CZCE,2578.0,35,89985.0,2837.0,2367.0,21:00:32,0,20211221
1640091633152007596,20211221,MA205,CZCE,2564.0,26986,69030188.0,2823.0,2355.0,21:00:33,0,20211221
1640091633152165920,20211221,MA206,CZCE,2562.0,0,0.0,2761.0,2399.0,21:00:32,0,20211221
1640091633152209978,20211221,MA207,CZCE,2568.0,2,5138.0,2758.0,2396.0,21:00:32,0,20211221
1640091633152324145,20211221,MA209,CZCE,2544.0,102,258978.0,2736.0,2378.0,21:00:33,0,20211221
1640091633152392730,20211221,MA210,CZCE,2546.0,0,0.0,2746.0,2386.0,21:00:33,0,20211221
1640091633152462804,20211221,MA211,CZCE,2549.0,0,0.0,2747.0,2387.0,21:00:33,0,20211221
1640091633177680356,20211221,TA201,CZCE,4636.0,7185,33266550.0,4878.0,4238.0,21:00:33,0,20211221
